/static/dataset/ferrari\black\2828686873_2fa36f83d7_b.jpg	[0.10238084799852865, 0.11320872822331737, 0.069982103337614482, 0.052876236912261468, 0.096741611845609185, 0.039742204843802635, 0.0063467908749104286, 0.0072257560535992707, 0.016695867102778043, 0.045844965056874486, 0.060518608507519285, 0.024855442408618002, 0.085117334770269004, 0.086137345869948978, 0.020778908759420501, 0.024859552419672561, 0.015716411416028243, 0.029264060409929175, 0.00092565225374401615, 0.0020895859723833623, 0.0048044282456919819, 0.0073486773309241237, 0.0069305245167395673, 0.002129291254620021, 0.0012673764147736024, 0.0014948638674449448, 0.0013500897257928959, 0.00039345944492409917, 0.0022344402991574834, 0.002489524717541805, 0.015019238179241804, 0.045224850242029796, 0.0069006081582897181, 0.00042642383145040206, 0.00048666692459978212, 0.00019145356252702432]	'01050005040402030302010500050404020303020105000504040203030201050005040402030302'
/static/dataset/ferrari\black\2828686873_2fa36f83d7_b.jpg	[0.00053614033529242495, 0.0019217869583424748, 0.0033233287072400555, 0.050980832564138594, 0.28072411780715956, 0.016776140322860469, 0.001774118946735531, 0.00044214352273497682, 0.0053725763152324378, 1.2989409298518335e-17, -1.9338165528693035e-18, 0.0083132296692046762, 0.078588791121125559, 0.3104240009149683, 0.0097728259330726996, 0.0043587418014033536, 0.0052580399654906483, 0.00068702055104397585, 0.00013165655680406302, 0.00025260501275132044, 0.00060944833968739676, 0.021466343493203879, 0.061387485457219351, 0.0036278234779209217, 0.0015183306308296641, 0.00317591422629837, 0.00061444126336284365, 0.0019536600314588154, 0.00085930916561896239, 0.005268372216959724, 0.018821586059197652, 0.096675445314734279, 0.0030710656813571625, 0.0010780868765840543, 0.00010365608236547791, 0.00013088988427155892]	'04140302041403020414030204140302'
/static/dataset/ferrari\black\2828686873_2fa36f83d7_b.jpg	[0.026370079044878821, 0.020703469774552875, 0.019524476464470236, 0.039095354150423201, 0.084097914754050165, 0.0091584124098084523, 0.0049518856880550388, 0.010422463034374113, 0.011508658747543383, 0.11256345279329709, 0.065391360759465986, 0.013265491556664424, 0.010755250252790687, 0.0069834684119628758, 0.0056459643234577977, 0.013569018873289233, 0.021416754256107784, 0.067949790604031196, 0.0076361021386059059, 0.016333365779368645, 0.0071438520535928507, 0.019133619761831117, 0.031170941923199583, 0.0044493462857142976, 0.0027028111033614048, 0.011612751001098267, 0.0014526746993232559, 0.073283369785447625, 0.11013354144034682, 0.089549307380263857, 0.034761741639043303, 0.013299235269879233, -2.5051934281322091e-19, 0.0070544046976491583, 0.0073728113939334717, 0.019536836631855271]	'0404030100010101040403010001010104040301000101010404030100010101'
/static/dataset/ferrari\black\2828686873_2fa36f83d7_b.jpg	[0.11310089896913049, 0.037439334704658447, 0.034053131398622781, 0.026327028364653851, 0.0051697091380232566, 0.0085848440331116136, 0.013492752109783363, 0.0042326735923002134, 0.036561358160777144, 0.068729780407387378, 0.010692636952542014, 0.0056024406954302813, 0.0059171689064048631, 0.019524309049621168, 0.00072205733809554832, 0.0085824427135054084, 0.0083749971758377111, 0.028091308290712415, 0.074998424045840298, 0.10770132806616158, 0.12397446642874761, 0.044257740564599281, 0.02289476064410112, 0.019414553424962275, 0.016432656076021852, 0.0073933568862847047, 0.012925909439770879, 0.015379499538660003, 0.024202776142569802, 0.012207679606727495, 0.015725563512997535, 0.036981814546269851, 0.0097685691436403786, 0.0043320596295245992, 0.0072634876781593853, 0.0089464571967395046]	'00050101080102010301000501010801020103010005010108010201030100050101080102010301'
/static/dataset/ferrari\black\2828686873_2fa36f83d7_b.jpg	[0.0011281073522297718, 0.010636947502353002, 0.017445925602447471, 0.12521698868688502, 0.15033502593497469, 0.0058537539946281131, 0.0034969771626603792, 0.0024313706102233857, 0.00045236543763589593, 0.033526816541789732, 0.14075535760019378, 0.06422140302268825, 0.069600621562913467, 0.026693207383597539, 0.026730283037818641, 0.028776792848636538, 0.0058530470031288801, 0.0059096808747455916, 0.0027542220363214898, 0.0037223244181346297, 0.021096593329338661, 0.020984465763122361, 0.068989365132894331, 0.015058963911198741, -8.7651063627602047e-19, 0.0023385974623352413, 0.0026502850379998811, 0.0057770159865471928, 0.0098774081548810688, 0.018133652126972519, 0.026216746287178298, 0.043833326973584517, 0.027974666558505088, 0.0077101078634199622, 0.00059070975258622188, 0.003226840236163328]	'04070306040703060407030604070306'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.16231686482574528, 0.010784573073147013, 0.012955271216999286, 0.0044228371524343453, 0.0050555955896516265, 0.0030728990550422182, 0.00058641648359543093, 0.0048495100564697313, 0.10646416757330981, 0.12188382629670638, 0.020364678879417671, 0.0064699617774982314, 0.022975033347375544, 0.019795789631202619, 0.004515347559340261, 0.0076530675022204774, 0.004390498545046014, 0.055040396787803786, 0.18630140537799883, 0.0089547811154833956, 0.0061649329700300421, 0.0050393041222460523, 0.0063964994057726906, 0.0029429560539504709, 0.0016474475784318864, 0.0074148482506569821, 0.095701919954296444, 0.048835056112519551, 0.01415937015551502, 0.0055436463731008438, 0.01070396929557777, 0.0073117006585249836, 0.0053543857346353566, 0.0011238485616030579, 0.0015508712660110221, 0.011256273399886234]	'00080805000808050008080500080805'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.1174390409285196, 0.015640577670426519, 0.016922861514156531, 0.023595251126334395, 0.0076940528703452983, 0.0028663598371485919, 0.0058139289465152398, 0.0069422833107753131, 0.03808569958873749, 0.15493000627125192, 0.027825465663612353, 0.019743455090085009, 0.019801141433310274, 0.023181700273032582, 0.013538254283768907, -3.1994848053844007e-18, 0.012064190945767557, 0.04545766975002697, 0.12307357837340951, 0.010505333454605047, 0.01192424345432685, 0.0033517093743814616, 0.004189194184568013, 0.0011985844429446644, 0.0036415524556561362, 0.0070939695145013889, 0.071656164391175586, 0.09079053987152208, 0.023002258800914693, 0.015881864914461166, 0.0037559860399270927, 0.0058022967633461842, 0.0053077568085547408, 0.0038439883774846135, 0.017084292001903523, 0.046354694776698006]	'000508010301000508010301000508010301000508010301'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.097407300206176869, 0.043062246774547418, 0.032592614349896312, 0.022415547423962536, 0.023128101831341421, 0.020303339190172291, 0.0065001034392452271, 0.020569002818646567, 0.058309871888811517, 0.04805335604963229, 0.029374600668797227, 0.033939069741766359, 0.038109182404515433, 0.092061757476250977, 0.030089620745188138, 0.0059271773602292722, 0.0039516031555952395, 0.038899236876927056, 0.030551671613984741, 0.022204002448503287, 0.0052675394715870488, 0.020344587762340695, 0.017251356579959392, 0.008303471236458965, 0.0080219184463320437, 0.0089158401586719189, 0.042612525490315571, 0.1086142915218314, 0.021806174000423693, 0.0099344117882884404, 0.0088890566548267044, 0.0074584159988980098, 0.004354412387532456, 0.0042181604365478563, 0.00083796024972413407, 0.025720434203667829]	'00040802010202010401000408020102020104010004080201020201040100040802010202010401'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.12786255422318724, 0.036763636934287025, 0.013777989940707825, 0.022233702409708192, 0.058815673018529503, 0.013211980545606872, 0.0068611979530808203, 0.010749531530331273, 0.062923718436088238, 0.095099492971586624, 0.027659192171876391, 0.017345122306180284, 0.013547277104222565, 0.023620884680651117, 0.016806473748928758, 0.0021930306186794335, 0.017776889442192811, 0.016085110979706503, 0.074043891252994556, 0.017293705247564843, 0.008219099795785903, 0.0076437497200703133, 0.0077636414473264952, 0.00093227791676267133, 0.0011891516455170743, 0.0060155098660441509, 0.08630856660029039, 0.049246027744848542, 0.011363843360701837, 0.012157178612153608, 0.032926351324593865, 0.045842460721951341, 0.0073296523159332109, 0.001725928801203327, 0.0085749719399111461, 0.038090514022523454]	'00060803040201010301000608030402010103010006080304020101030100060803040201010301'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.1154517299181165, 0.010489128507033912, 0.016920773236322892, 0.005378913207588377, 0.014775825269479933, 0.0068171708335158648, 0.012254043007035677, 0.016671564524992556, 0.071876956114704418, 0.19546557805254189, 0.016922957748060505, 0.016851694906486255, 0.006219476052722263, 0.0028078351694495558, 0.0020427377721973028, 0.0086005921290959325, 0.015720440247005602, 0.10524316072108067, 0.057542660216951529, 0.015629359846416089, 0.0026970781890275288, 0.018157570420355856, 0.052407075304280987, 0.014063707068846543, 0.0058559288547064131, 0.015104658955981428, 0.027057838882914027, 0.010470482536552122, 0.014353109070726025, 0.016385058942802476, 0.027510933034722941, 0.049169465972120276, 0.0085637701905817189, 0.0081751266710716145, 0.0040665197303410118, 0.012279062440865809]	'00050803000508030005080300050803'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.095836379588711787, 0.060247133726827905, 0.040113075020105741, 0.035944308612337252, 0.028212915447986531, 0.0080616687426781942, 0.0073662565561694975, 0.026316268883282125, 0.0424083692475892, 0.046349382596125255, 0.018316352890985099, 0.018617266744963702, 0.077750190022899249, 0.057614796775279233, 0.045017358188399227, 0.016015652782472189, 0.0028948432727140703, 0.025130216592334293, 0.026891962854446495, 0.017103415585392929, 0.011573034854678995, 0.023512116146670179, 0.015832463959853316, 0.010151034177300117, 0.0042709047660263819, 0.0075676589097121057, 0.0050387624050347362, 0.05917464336047696, 0.051670023968283053, 0.020955529716754843, 0.0062424279374540042, 0.0029747024601878788, 0.0059218515389048484, 0.017684283202328469, 0.012983990849688012, 0.048238719311352811]	'00040103080202020301000401030802020203010004010308020202030100040103080202020301'
/static/dataset/ferrari\black\2888849442_c672a6ba10_b.jpg	[0.061175485990573195, 0.06310067376447237, 0.010834898363646135, 0.029148786089303415, 0.018555810529613415, 0.006761586477687904, 0.0080513402168334094, 0.0098748972217647685, 0.063504183316678176, 0.071888321118089585, 0.032632625438123508, 0.036880707354003284, 0.019517669407203925, 0.0094785495829458506, 0.0024303180975642582, 0.013896902277628971, 0.017241491840977743, 0.038461060886983409, 0.093851784561595597, 0.070246886651315038, 0.014677441018878525, 0.019558639626919897, 0.020474072543434113, 0.00095521786359345246, 0.015117048891597984, 0.026695691391949071, 0.047030849789878391, 0.026516743940819477, 0.016218800221079792, 0.047660316713524734, 0.017580683439176129, 0.023726296961149321, 0.015138951624630014, 0.0082101691488159871, 0.0077514030565517533, 0.015153654545824367]	'0803010300030301080301030003030108030103000303010803010300030301'
